user_id,playlist_id,num_of_musics,num_of_musics_with_mbid,danceability,gender,genre_dortmund,genre_electronic,genre_rosamerica,genre_tzanetakis,ismir04_rhythm,mood_acoustic,mood_aggressive,mood_electronic,mood_happy,mood_party,mood_relaxed,mood_sad,moods_mirex,timbre,tonal_atonal,voice_instrumental
28002,33075,6,5,"[('not_danceable', 4), ('danceable', 1)]","[('male', 3), ('female', 2)]","[('electronic', 5)]","[('trance', 3), ('ambient', 2)]","[('roc', 3), ('cla', 1), ('pop', 1)]","[('jaz', 4), ('hip', 1)]","[('VienneseWaltz', 4), ('Rumba-American', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 3), ('not_electronic', 2)]","[('happy', 4), ('not_happy', 1)]","[('not_party', 3), ('party', 2)]","[('relaxed', 4), ('not_relaxed', 1)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 4), ('Cluster3', 1)]","[('bright', 3), ('dark', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 4), ('voice', 1)]"
707,485,21,8,"[('danceable', 5), ('not_danceable', 3)]","[('male', 4), ('female', 4)]","[('electronic', 6), ('alternative', 1), ('rock', 1)]","[('ambient', 6), ('trance', 2)]","[('pop', 4), ('rhy', 3), ('roc', 1)]","[('jaz', 7), ('roc', 1)]","[('Tango', 4), ('VienneseWaltz', 2), ('ChaChaCha', 2)]","[('not_acoustic', 6), ('acoustic', 2)]","[('not_aggressive', 8)]","[('electronic', 6), ('not_electronic', 2)]","[('not_happy', 5), ('happy', 3)]","[('not_party', 5), ('party', 3)]","[('relaxed', 6), ('not_relaxed', 2)]","[('not_sad', 7), ('sad', 1)]","[('Cluster3', 5), ('Cluster2', 1), ('Cluster4', 1), ('Cluster5', 1)]","[('bright', 5), ('dark', 3)]","[('atonal', 4), ('tonal', 4)]","[('voice', 6), ('instrumental', 2)]"
21843,23870,11,5,"[('not_danceable', 5)]","[('male', 3), ('female', 2)]","[('electronic', 5)]","[('ambient', 2), ('house', 1), ('trance', 1), ('techno', 1)]","[('pop', 2), ('rhy', 1), ('hip', 1), ('roc', 1)]","[('jaz', 5)]","[('VienneseWaltz', 2), ('Tango', 2), ('Rumba-American', 1)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 5)]","[('not_electronic', 3), ('electronic', 2)]","[('happy', 3), ('not_happy', 2)]","[('not_party', 3), ('party', 2)]","[('relaxed', 5)]","[('not_sad', 3), ('sad', 2)]","[('Cluster5', 3), ('Cluster2', 2)]","[('bright', 3), ('dark', 2)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 3), ('voice', 2)]"
25876,29828,7,5,"[('not_danceable', 5)]","[('female', 3), ('male', 2)]","[('electronic', 5)]","[('ambient', 3), ('house', 1), ('trance', 1)]","[('roc', 4), ('hip', 1)]","[('jaz', 5)]","[('Tango', 2), ('ChaChaCha', 2), ('VienneseWaltz', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 5)]","[('not_happy', 3), ('happy', 2)]","[('party', 3), ('not_party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 5)]","[('Cluster2', 2), ('Cluster5', 2), ('Cluster4', 1)]","[('bright', 3), ('dark', 2)]","[('tonal', 3), ('atonal', 2)]","[('instrumental', 4), ('voice', 1)]"
15390,33291,6,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 5)]","[('electronic', 4), ('blues', 1)]","[('trance', 2), ('ambient', 2), ('house', 1)]","[('roc', 2), ('dan', 1), ('jaz', 1), ('cla', 1)]","[('roc', 3), ('hip', 1), ('jaz', 1)]","[('VienneseWaltz', 2), ('ChaChaCha', 2), ('Waltz', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 5)]","[('dark', 3), ('bright', 2)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 3), ('voice', 2)]"
14745,19775,10,5,"[('not_danceable', 4), ('danceable', 1)]","[('male', 3), ('female', 2)]","[('electronic', 5)]","[('ambient', 5)]","[('cla', 2), ('pop', 2), ('roc', 1)]","[('jaz', 5)]","[('Tango', 2), ('ChaChaCha', 2), ('VienneseWaltz', 1)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 5)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 4), ('party', 1)]","[('not_relaxed', 3), ('relaxed', 2)]","[('not_sad', 4), ('sad', 1)]","[('Cluster3', 2), ('Cluster5', 2), ('Cluster2', 1)]","[('bright', 4), ('dark', 1)]","[('tonal', 4), ('atonal', 1)]","[('voice', 5)]"
28084,33223,7,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 4), ('male', 1)]","[('electronic', 5)]","[('ambient', 3), ('trance', 2)]","[('rhy', 2), ('roc', 2), ('pop', 1)]","[('jaz', 5)]","[('VienneseWaltz', 5)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 5)]","[('not_party', 4), ('party', 1)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 3), ('sad', 2)]","[('Cluster5', 3), ('Cluster3', 2)]","[('bright', 3), ('dark', 2)]","[('atonal', 3), ('tonal', 2)]","[('voice', 3), ('instrumental', 2)]"
21118,25402,10,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 4), ('male', 1)]","[('electronic', 5)]","[('trance', 4), ('ambient', 1)]","[('roc', 5)]","[('jaz', 5)]","[('ChaChaCha', 3), ('Rumba-American', 2)]","[('not_acoustic', 5)]","[('aggressive', 3), ('not_aggressive', 2)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 5)]","[('party', 3), ('not_party', 2)]","[('not_relaxed', 3), ('relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 5)]","[('dark', 5)]","[('atonal', 5)]","[('voice', 3), ('instrumental', 2)]"
22969,24299,10,6,"[('not_danceable', 4), ('danceable', 2)]","[('male', 3), ('female', 3)]","[('electronic', 5), ('alternative', 1)]","[('ambient', 6)]","[('roc', 2), ('hip', 1), ('rhy', 1), ('jaz', 1), ('cla', 1)]","[('jaz', 5), ('roc', 1)]","[('Tango', 4), ('ChaChaCha', 2)]","[('not_acoustic', 4), ('acoustic', 2)]","[('not_aggressive', 6)]","[('electronic', 3), ('not_electronic', 3)]","[('not_happy', 5), ('happy', 1)]","[('not_party', 5), ('party', 1)]","[('relaxed', 4), ('not_relaxed', 2)]","[('not_sad', 5), ('sad', 1)]","[('Cluster5', 3), ('Cluster3', 2), ('Cluster2', 1)]","[('dark', 3), ('bright', 3)]","[('tonal', 4), ('atonal', 2)]","[('instrumental', 3), ('voice', 3)]"
23205,24898,8,5,"[('not_danceable', 4), ('danceable', 1)]","[('male', 3), ('female', 2)]","[('electronic', 4), ('rock', 1)]","[('trance', 3), ('ambient', 1), ('dnb', 1)]","[('roc', 3), ('dan', 1), ('pop', 1)]","[('jaz', 5)]","[('ChaChaCha', 2), ('VienneseWaltz', 1), ('Jive', 1), ('Samba', 1)]","[('not_acoustic', 5)]","[('aggressive', 3), ('not_aggressive', 2)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 3), ('party', 2)]","[('not_relaxed', 3), ('relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 5)]","[('dark', 5)]","[('atonal', 4), ('tonal', 1)]","[('voice', 4), ('instrumental', 1)]"
8714,27187,5,5,"[('not_danceable', 4), ('danceable', 1)]","[('male', 4), ('female', 1)]","[('electronic', 5)]","[('ambient', 3), ('trance', 2)]","[('roc', 2), ('rhy', 1), ('jaz', 1), ('cla', 1)]","[('jaz', 5)]","[('VienneseWaltz', 4), ('Jive', 1)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 3), ('aggressive', 2)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('sad', 3), ('not_sad', 2)]","[('Cluster3', 4), ('Cluster5', 1)]","[('bright', 3), ('dark', 2)]","[('tonal', 3), ('atonal', 2)]","[('voice', 3), ('instrumental', 2)]"
18548,30502,15,5,"[('not_danceable', 3), ('danceable', 2)]","[('male', 4), ('female', 1)]","[('electronic', 4), ('folkcountry', 1)]","[('trance', 2), ('ambient', 2), ('house', 1)]","[('roc', 2), ('hip', 1), ('cla', 1), ('pop', 1)]","[('jaz', 5)]","[('VienneseWaltz', 2), ('ChaChaCha', 2), ('Tango', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('aggressive', 3), ('not_aggressive', 2)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 3), ('happy', 2)]","[('party', 4), ('not_party', 1)]","[('not_relaxed', 3), ('relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 2), ('Cluster2', 1), ('Cluster3', 1), ('Cluster1', 1)]","[('dark', 3), ('bright', 2)]","[('tonal', 4), ('atonal', 1)]","[('voice', 4), ('instrumental', 1)]"
9238,8612,18,6,"[('not_danceable', 6)]","[('female', 5), ('male', 1)]","[('electronic', 6)]","[('trance', 3), ('ambient', 3)]","[('roc', 5), ('pop', 1)]","[('jaz', 6)]","[('ChaChaCha', 3), ('Waltz', 2), ('Rumba-American', 1)]","[('not_acoustic', 6)]","[('not_aggressive', 5), ('aggressive', 1)]","[('electronic', 5), ('not_electronic', 1)]","[('not_happy', 4), ('happy', 2)]","[('not_party', 5), ('party', 1)]","[('relaxed', 5), ('not_relaxed', 1)]","[('not_sad', 6)]","[('Cluster5', 6)]","[('dark', 6)]","[('atonal', 6)]","[('instrumental', 5), ('voice', 1)]"
9450,8935,7,5,"[('not_danceable', 4), ('danceable', 1)]","[('male', 3), ('female', 2)]","[('electronic', 4), ('alternative', 1)]","[('ambient', 3), ('trance', 2)]","[('roc', 3), ('cla', 1), ('pop', 1)]","[('jaz', 5)]","[('VienneseWaltz', 4), ('Tango', 1)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('not_electronic', 3), ('electronic', 2)]","[('happy', 4), ('not_happy', 1)]","[('party', 3), ('not_party', 2)]","[('relaxed', 4), ('not_relaxed', 1)]","[('not_sad', 3), ('sad', 2)]","[('Cluster3', 2), ('Cluster5', 2), ('Cluster2', 1)]","[('bright', 4), ('dark', 1)]","[('atonal', 4), ('tonal', 1)]","[('voice', 4), ('instrumental', 1)]"
15745,15803,16,5,"[('danceable', 3), ('not_danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 3), ('alternative', 1), ('folkcountry', 1)]","[('ambient', 5)]","[('rhy', 3), ('hip', 1), ('roc', 1)]","[('jaz', 5)]","[('ChaChaCha', 3), ('VienneseWaltz', 2)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('not_electronic', 3), ('electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 4), ('party', 1)]","[('not_relaxed', 3), ('relaxed', 2)]","[('sad', 3), ('not_sad', 2)]","[('Cluster3', 3), ('Cluster2', 1), ('Cluster5', 1)]","[('dark', 3), ('bright', 2)]","[('tonal', 4), ('atonal', 1)]","[('voice', 4), ('instrumental', 1)]"
5067,20882,7,5,"[('not_danceable', 5)]","[('male', 3), ('female', 2)]","[('electronic', 4), ('alternative', 1)]","[('ambient', 4), ('trance', 1)]","[('roc', 2), ('dan', 1), ('cla', 1), ('pop', 1)]","[('jaz', 4), ('roc', 1)]","[('VienneseWaltz', 3), ('ChaChaCha', 2)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 5)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 5)]","[('relaxed', 5)]","[('not_sad', 4), ('sad', 1)]","[('Cluster2', 2), ('Cluster5', 2), ('Cluster4', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 4), ('tonal', 1)]","[('voice', 3), ('instrumental', 2)]"
7271,11810,13,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 4), ('folkcountry', 1)]","[('ambient', 3), ('house', 1), ('trance', 1)]","[('rhy', 2), ('hip', 1), ('jaz', 1), ('pop', 1)]","[('jaz', 5)]","[('ChaChaCha', 2), ('Rumba-American', 1), ('VienneseWaltz', 1), ('Tango', 1)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 5)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 4), ('party', 1)]","[('relaxed', 4), ('not_relaxed', 1)]","[('sad', 3), ('not_sad', 2)]","[('Cluster3', 2), ('Cluster5', 2), ('Cluster2', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 3), ('tonal', 2)]","[('voice', 3), ('instrumental', 2)]"
14222,22704,11,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 4), ('male', 1)]","[('electronic', 5)]","[('trance', 3), ('ambient', 2)]","[('rhy', 2), ('roc', 2), ('pop', 1)]","[('jaz', 5)]","[('Rumba-American', 2), ('VienneseWaltz', 2), ('ChaChaCha', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 5)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 4), ('Cluster3', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 4), ('voice', 1)]"
12250,12035,7,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 4), ('folkcountry', 1)]","[('ambient', 5)]","[('rhy', 3), ('cla', 1), ('pop', 1)]","[('roc', 3), ('jaz', 1), ('pop', 1)]","[('VienneseWaltz', 4), ('Tango', 1)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 5)]","[('relaxed', 5)]","[('not_sad', 4), ('sad', 1)]","[('Cluster2', 2), ('Cluster5', 2), ('Cluster3', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 4), ('voice', 1)]"
26444,31416,18,6,"[('danceable', 3), ('not_danceable', 3)]","[('female', 5), ('male', 1)]","[('electronic', 5), ('alternative', 1)]","[('ambient', 4), ('house', 1), ('trance', 1)]","[('hip', 3), ('rhy', 1), ('dan', 1), ('roc', 1)]","[('jaz', 6)]","[('Rumba-American', 3), ('VienneseWaltz', 1), ('Tango', 1), ('ChaChaCha', 1)]","[('not_acoustic', 6)]","[('not_aggressive', 3), ('aggressive', 3)]","[('electronic', 6)]","[('not_happy', 5), ('happy', 1)]","[('not_party', 4), ('party', 2)]","[('relaxed', 5), ('not_relaxed', 1)]","[('not_sad', 6)]","[('Cluster5', 6)]","[('dark', 4), ('bright', 2)]","[('atonal', 5), ('tonal', 1)]","[('instrumental', 4), ('voice', 2)]"
8991,23089,13,7,"[('danceable', 4), ('not_danceable', 3)]","[('female', 5), ('male', 2)]","[('electronic', 6), ('folkcountry', 1)]","[('ambient', 4), ('trance', 3)]","[('roc', 3), ('rhy', 2), ('jaz', 1), ('pop', 1)]","[('jaz', 7)]","[('VienneseWaltz', 5), ('Tango', 1), ('ChaChaCha', 1)]","[('not_acoustic', 5), ('acoustic', 2)]","[('not_aggressive', 7)]","[('not_electronic', 4), ('electronic', 3)]","[('not_happy', 5), ('happy', 2)]","[('not_party', 6), ('party', 1)]","[('relaxed', 4), ('not_relaxed', 3)]","[('not_sad', 5), ('sad', 2)]","[('Cluster5', 4), ('Cluster3', 3)]","[('bright', 6), ('dark', 1)]","[('tonal', 7)]","[('voice', 4), ('instrumental', 3)]"
16271,17276,10,5,"[('not_danceable', 4), ('danceable', 1)]","[('male', 3), ('female', 2)]","[('electronic', 5)]","[('ambient', 2), ('house', 1), ('trance', 1), ('techno', 1)]","[('pop', 2), ('hip', 1), ('rhy', 1), ('cla', 1)]","[('jaz', 4), ('roc', 1)]","[('VienneseWaltz', 3), ('ChaChaCha', 2)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 5)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 5)]","[('not_party', 5)]","[('relaxed', 5)]","[('not_sad', 3), ('sad', 2)]","[('Cluster3', 2), ('Cluster5', 2), ('Cluster2', 1)]","[('bright', 4), ('dark', 1)]","[('tonal', 3), ('atonal', 2)]","[('instrumental', 4), ('voice', 1)]"
12898,12859,12,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 5)]","[('trance', 3), ('ambient', 2)]","[('roc', 2), ('rhy', 1), ('cla', 1), ('pop', 1)]","[('jaz', 5)]","[('ChaChaCha', 2), ('VienneseWaltz', 1), ('Jive', 1), ('Tango', 1)]","[('not_acoustic', 4), ('acoustic', 1)]","[('not_aggressive', 3), ('aggressive', 2)]","[('electronic', 3), ('not_electronic', 2)]","[('happy', 3), ('not_happy', 2)]","[('party', 3), ('not_party', 2)]","[('not_relaxed', 3), ('relaxed', 2)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 3), ('Cluster3', 1), ('Cluster4', 1)]","[('dark', 3), ('bright', 2)]","[('tonal', 3), ('atonal', 2)]","[('instrumental', 3), ('voice', 2)]"
10717,34237,11,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 4), ('male', 1)]","[('electronic', 5)]","[('trance', 4), ('ambient', 1)]","[('dan', 3), ('hip', 1), ('roc', 1)]","[('jaz', 5)]","[('ChaChaCha', 3), ('VienneseWaltz', 1), ('Tango', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 3), ('aggressive', 2)]","[('electronic', 5)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 5)]","[('dark', 4), ('bright', 1)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 3), ('voice', 2)]"
9366,8858,8,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 3), ('male', 2)]","[('electronic', 5)]","[('ambient', 5)]","[('rhy', 4), ('roc', 1)]","[('jaz', 4), ('hip', 1)]","[('Rumba-American', 2), ('Tango', 2), ('VienneseWaltz', 1)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 5)]","[('electronic', 4), ('not_electronic', 1)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 5)]","[('relaxed', 5)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 4), ('Cluster3', 1)]","[('dark', 4), ('bright', 1)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 4), ('voice', 1)]"
22129,27573,17,5,"[('danceable', 3), ('not_danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 5)]","[('ambient', 4), ('trance', 1)]","[('roc', 3), ('hip', 1), ('pop', 1)]","[('jaz', 5)]","[('VienneseWaltz', 2), ('ChaChaCha', 2), ('Waltz', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 5)]","[('electronic', 3), ('not_electronic', 2)]","[('happy', 3), ('not_happy', 2)]","[('not_party', 4), ('party', 1)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 4), ('Cluster3', 1)]","[('bright', 3), ('dark', 2)]","[('tonal', 3), ('atonal', 2)]","[('voice', 3), ('instrumental', 2)]"
28531,34158,8,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 5)]","[('electronic', 4), ('alternative', 1)]","[('ambient', 4), ('house', 1)]","[('pop', 3), ('rhy', 1), ('hip', 1)]","[('jaz', 5)]","[('VienneseWaltz', 2), ('ChaChaCha', 2), ('Tango', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 5)]","[('electronic', 4), ('not_electronic', 1)]","[('happy', 3), ('not_happy', 2)]","[('not_party', 5)]","[('relaxed', 4), ('not_relaxed', 1)]","[('not_sad', 3), ('sad', 2)]","[('Cluster3', 3), ('Cluster2', 1), ('Cluster5', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 4), ('voice', 1)]"
16313,17671,8,6,"[('not_danceable', 4), ('danceable', 2)]","[('male', 3), ('female', 3)]","[('electronic', 5), ('alternative', 1)]","[('ambient', 4), ('trance', 2)]","[('roc', 3), ('rhy', 1), ('dan', 1), ('pop', 1)]","[('jaz', 6)]","[('Tango', 3), ('ChaChaCha', 2), ('Rumba-American', 1)]","[('not_acoustic', 6)]","[('not_aggressive', 4), ('aggressive', 2)]","[('electronic', 4), ('not_electronic', 2)]","[('not_happy', 5), ('happy', 1)]","[('not_party', 5), ('party', 1)]","[('not_relaxed', 3), ('relaxed', 3)]","[('not_sad', 6)]","[('Cluster5', 5), ('Cluster2', 1)]","[('dark', 4), ('bright', 2)]","[('atonal', 3), ('tonal', 3)]","[('instrumental', 4), ('voice', 2)]"
5485,26538,13,5,"[('not_danceable', 4), ('danceable', 1)]","[('female', 5)]","[('electronic', 4), ('rock', 1)]","[('ambient', 3), ('trance', 2)]","[('roc', 2), ('rhy', 1), ('dan', 1), ('pop', 1)]","[('jaz', 5)]","[('ChaChaCha', 2), ('VienneseWaltz', 1), ('Rumba-American', 1), ('Waltz', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 3), ('aggressive', 2)]","[('electronic', 5)]","[('not_happy', 3), ('happy', 2)]","[('not_party', 3), ('party', 2)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 5)]","[('dark', 4), ('bright', 1)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 4), ('voice', 1)]"
22897,28441,8,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 4), ('male', 1)]","[('electronic', 5)]","[('ambient', 3), ('house', 1), ('trance', 1)]","[('pop', 2), ('dan', 1), ('roc', 1), ('jaz', 1)]","[('jaz', 4), ('pop', 1)]","[('VienneseWaltz', 3), ('Rumba-International', 1), ('ChaChaCha', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 5)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 5)]","[('not_party', 4), ('party', 1)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 4), ('sad', 1)]","[('Cluster3', 3), ('Cluster5', 2)]","[('dark', 3), ('bright', 2)]","[('tonal', 3), ('atonal', 2)]","[('instrumental', 5)]"
7744,6565,10,5,"[('not_danceable', 5)]","[('female', 3), ('male', 2)]","[('electronic', 4), ('rock', 1)]","[('trance', 3), ('ambient', 1), ('dnb', 1)]","[('roc', 4), ('hip', 1)]","[('jaz', 5)]","[('VienneseWaltz', 2), ('Rumba-American', 1), ('Samba', 1), ('ChaChaCha', 1)]","[('not_acoustic', 5)]","[('aggressive', 3), ('not_aggressive', 2)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 3), ('happy', 2)]","[('party', 3), ('not_party', 2)]","[('not_relaxed', 3), ('relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 5)]","[('dark', 3), ('bright', 2)]","[('tonal', 3), ('atonal', 2)]","[('voice', 4), ('instrumental', 1)]"
16062,24394,14,5,"[('danceable', 3), ('not_danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 5)]","[('trance', 3), ('ambient', 2)]","[('roc', 4), ('dan', 1)]","[('jaz', 5)]","[('Tango', 4), ('VienneseWaltz', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 5)]","[('not_happy', 5)]","[('not_party', 4), ('party', 1)]","[('relaxed', 3), ('not_relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 4), ('Cluster3', 1)]","[('dark', 3), ('bright', 2)]","[('atonal', 4), ('tonal', 1)]","[('instrumental', 3), ('voice', 2)]"
5175,4587,14,5,"[('not_danceable', 5)]","[('female', 3), ('male', 2)]","[('electronic', 4), ('folkcountry', 1)]","[('ambient', 3), ('trance', 2)]","[('hip', 2), ('rhy', 1), ('roc', 1), ('pop', 1)]","[('jaz', 5)]","[('Tango', 2), ('Rumba-American', 1), ('VienneseWaltz', 1), ('ChaChaCha', 1)]","[('not_acoustic', 3), ('acoustic', 2)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 3), ('not_electronic', 2)]","[('not_happy', 4), ('happy', 1)]","[('not_party', 5)]","[('relaxed', 4), ('not_relaxed', 1)]","[('not_sad', 4), ('sad', 1)]","[('Cluster5', 3), ('Cluster3', 1), ('Cluster4', 1)]","[('bright', 3), ('dark', 2)]","[('atonal', 3), ('tonal', 2)]","[('voice', 4), ('instrumental', 1)]"
23833,34165,14,8,"[('not_danceable', 6), ('danceable', 2)]","[('female', 6), ('male', 2)]","[('electronic', 8)]","[('ambient', 7), ('trance', 1)]","[('rhy', 2), ('roc', 2), ('pop', 2), ('hip', 1), ('cla', 1)]","[('jaz', 8)]","[('ChaChaCha', 3), ('VienneseWaltz', 2), ('Rumba-American', 2), ('Tango', 1)]","[('not_acoustic', 6), ('acoustic', 2)]","[('not_aggressive', 7), ('aggressive', 1)]","[('electronic', 5), ('not_electronic', 3)]","[('not_happy', 7), ('happy', 1)]","[('not_party', 7), ('party', 1)]","[('relaxed', 7), ('not_relaxed', 1)]","[('not_sad', 6), ('sad', 2)]","[('Cluster5', 5), ('Cluster3', 2), ('Cluster2', 1)]","[('dark', 5), ('bright', 3)]","[('atonal', 5), ('tonal', 3)]","[('instrumental', 5), ('voice', 3)]"
7147,5774,14,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 4), ('folkcountry', 1)]","[('trance', 3), ('ambient', 2)]","[('roc', 3), ('hip', 1), ('pop', 1)]","[('jaz', 5)]","[('VienneseWaltz', 2), ('Waltz', 1), ('Samba', 1), ('ChaChaCha', 1)]","[('not_acoustic', 5)]","[('not_aggressive', 4), ('aggressive', 1)]","[('electronic', 3), ('not_electronic', 2)]","[('happy', 4), ('not_happy', 1)]","[('not_party', 4), ('party', 1)]","[('not_relaxed', 3), ('relaxed', 2)]","[('not_sad', 5)]","[('Cluster5', 4), ('Cluster2', 1)]","[('dark', 3), ('bright', 2)]","[('tonal', 3), ('atonal', 2)]","[('voice', 3), ('instrumental', 2)]"
1550,12583,12,5,"[('not_danceable', 3), ('danceable', 2)]","[('female', 3), ('male', 2)]","[('electronic', 5)]","[('ambient', 4), ('house', 1)]","[('rhy', 2), ('hip', 2), ('jaz', 1)]","[('jaz', 4), ('roc', 1)]","[('VienneseWaltz', 2), ('ChaChaCha', 2), ('Samba', 1)]","[('acoustic', 3), ('not_acoustic', 2)]","[('not_aggressive', 5)]","[('electronic', 4), ('not_electronic', 1)]","[('happy', 4), ('not_happy', 1)]","[('not_party', 5)]","[('relaxed', 5)]","[('sad', 3), ('not_sad', 2)]","[('Cluster5', 3), ('Cluster2', 2)]","[('bright', 3), ('dark', 2)]","[('atonal', 3), ('tonal', 2)]","[('instrumental', 3), ('voice', 2)]"
